Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.gyroscope,1538418507432,2087475470631450,0.068179004,0.058591332,-0.009587673
android.sensor.gyroscope,1538418507432,2087475490584420,0.07670138,-0.015979454,0.0031958907
android.sensor.gyroscope,1538418507445,2087475510366766,0.023436533,-0.01065297,0.03835069
android.sensor.gyroscope,1538418507459,2087475530250310,0.018110048,-0.059656627,0.04900366
android.sensor.gyroscope,1538418507478,2087475550387291,-0.0021305939,-0.07776668,0.005326485
android.sensor.gyroscope,1538418507497,2087475570063751,-0.0692443,0.0,-0.053264845
android.sensor.gyroscope,1538418507518,2087475589970107,-0.070309594,0.029828314,-0.10759499
android.sensor.gyroscope,1538418507537,2087475609872349,0.01384886,-0.03835069,-0.12357444
android.sensor.gyroscope,1538418507556,2087475629683965,0.050068956,-0.04900366,-0.12890093
android.sensor.gyroscope,1538418507577,2087475649625061,0.026632423,0.046873067,-0.16512102
android.sensor.gyroscope,1538418507597,2087475669557771,0.0085223755,0.06178722,-0.18962285
android.sensor.gyroscope,1538418507617,2087475689460586,0.0085223755,-0.009587673,-0.18536167
android.sensor.gyroscope,1538418507637,2087475709312255,0.0042611877,-0.040481284,-0.16192514
android.sensor.gyroscope,1538418507656,2087475729219548,-0.015979454,-0.045807768,-0.13316211
android.sensor.gyroscope,1538418507676,2087475749098665,-0.0010652969,-0.08628905,-0.14807628
android.sensor.gyroscope,1538418507696,2087475768983302,0.023436533,0.0074570784,-0.19068815
android.sensor.gyroscope,1538418507717,2087475788802315,0.12357444,-0.019175345,-0.204537
android.sensor.gyroscope,1538418507737,2087475808758046,0.15020686,-0.08202787,-0.26206306
android.sensor.gyroscope,1538418507756,2087475828702787,0.11292148,-0.043677174,-0.39415985
android.sensor.gyroscope,1538418507776,2087475848537737,0.21518998,0.119313255,-0.5198649
android.sensor.gyroscope,1538418507796,2087475868345604,0.3920293,0.16831692,-0.4431635
android.sensor.gyroscope,1538418507817,2087475888498470,0.60615396,0.011718267,-0.2823037
android.sensor.gyroscope,1538418507835,2087475908114566,0.692443,-0.03089361,-0.2737813
android.sensor.gyroscope,1538418507858,2087475928103735,0.595501,0.31106672,-0.22690825
android.sensor.gyroscope,1538418507877,2087475947986028,0.5944357,0.70948774,-0.08309316
android.sensor.gyroscope,1538418507897,2087475967879103,0.74890375,0.99818325,0.0010652969
android.sensor.gyroscope,1538418507916,2087475987786762,0.75742614,1.3039235,0.14594568
android.sensor.gyroscope,1538418507936,2087476007677284,0.7350549,1.5915536,0.40161693
android.sensor.gyroscope,1538418507957,2087476027565307,0.7766015,1.8695961,0.57739097
android.sensor.gyroscope,1538418507978,2087476047445309,0.6583535,2.1859894,0.63811284
android.sensor.gyroscope,1538418507997,2087476067420780,0.37072334,2.3766775,0.6871165
android.sensor.gyroscope,1538418508016,2087476087013959,0.08096257,2.4800112,0.975812
android.sensor.gyroscope,1538418508035,2087476107198596,0.07989727,2.3734815,1.2101773
android.sensor.gyroscope,1538418508056,2087476127067661,0.204537,2.4565747,1.2463974
android.sensor.gyroscope,1538418508076,2087476147734955,0.18003519,2.3745468,1.2432015
android.sensor.gyroscope,1538418508096,2087476166530998,-0.117182665,2.1295285,1.2218956
android.sensor.gyroscope,1538418508116,2087476186938136,-0.31319728,1.8355067,1.2740952
android.sensor.gyroscope,1538418508136,2087476206964492,-0.040481284,1.8866409,0.99711794
android.sensor.gyroscope,1538418508156,2087476226936004,-0.12463974,2.3361962,0.2737813
android.sensor.gyroscope,1538418508175,2087476247125537,-0.8596946,2.1977077,0.31745848
android.sensor.gyroscope,1538418508195,2087476266845383,-0.7648832,0.90869826,0.5731298
android.sensor.gyroscope,1538418508216,2087476286946166,-0.043677174,0.3813763,0.16938221
android.sensor.gyroscope,1538418508236,2087476306940700,0.018110048,0.6658106,-0.5731298
android.sensor.gyroscope,1538418508255,2087476326941587,-0.5571503,0.09907261,-0.60508865
android.sensor.gyroscope,1538418508276,2087476346866589,-1.2900746,-0.96835494,-0.25141007
android.sensor.gyroscope,1538418508295,2087476366942789,-1.7939601,-1.1206924,-0.31532788
android.sensor.gyroscope,1538418508317,2087476386937114,-1.9164692,-0.54223615,-0.53690964
android.sensor.gyroscope,1538418508336,2087476406941543,-1.9644076,-0.99818325,-0.43357584
android.sensor.gyroscope,1538418508356,2087476427309201,-2.1295285,-2.1774669,-0.070309594
android.sensor.gyroscope,1538418508375,2087476446949828,-2.1753364,-2.8070574,-0.0063917814
android.sensor.gyroscope,1538418508400,2087476466974622,-1.8568126,-2.4991865,-0.21625528
android.sensor.gyroscope,1538418508420,2087476486956499,-1.4179102,-1.9889094,-0.1395539
android.sensor.gyroscope,1538418508437,2087476506806501,-1.0344033,-1.9100775,0.16618632
android.sensor.gyroscope,1538418508454,2087476526634159,-0.7627526,-2.551386,0.47618774
android.sensor.gyroscope,1538418508475,2087476546588276,-0.6274599,-2.6930707,0.7925809
android.sensor.gyroscope,1538418508490,2087476557343641,-0.5603462,-2.471489,0.9406572
android.sensor.gyroscope,1538418508509,2087476576582029,-0.46553475,-2.0155418,1.0333381
android.sensor.gyroscope,1538418508529,2087476596281666,-0.62639457,-1.7492175,1.219765
