Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.gyroscope,1538418761450,2087729484951129,-0.11824796,-0.07137489,-0.12677033
android.sensor.gyroscope,1538418761451,2087729505052798,-0.15659864,0.14594568,-0.18855755
android.sensor.gyroscope,1538418761451,2087729524623216,-0.19175345,0.119313255,-0.1384886
android.sensor.gyroscope,1538418761471,2087729544599156,-0.14061919,-0.02450183,-0.03835069
android.sensor.gyroscope,1538418761493,2087729564290147,-0.05646074,-0.031958908,-0.023436533
android.sensor.gyroscope,1538418761510,2087729584383066,-0.0031958907,0.067113705,-0.046873067
android.sensor.gyroscope,1538418761530,2087729604199943,-0.06178722,0.068179004,-0.06604841
android.sensor.gyroscope,1538418761558,2087729624286508,-0.09907261,0.026632423,-0.068179004
android.sensor.gyroscope,1538418761570,2087729643843489,-0.09055024,0.017044751,-0.07137489
android.sensor.gyroscope,1538418761590,2087729664004376,-0.10759499,-0.050068956,-0.07883197
android.sensor.gyroscope,1538418761610,2087729683705836,-0.14807628,-0.0074570784,-0.117182665
android.sensor.gyroscope,1538418761630,2087729703804224,-0.09800732,0.116117366,-0.11292148
android.sensor.gyroscope,1538418761649,2087729723520736,0.04793836,0.023436533,-0.07563608
android.sensor.gyroscope,1538418761670,2087729743443811,0.14594568,-0.14914156,-0.068179004
android.sensor.gyroscope,1538418761689,2087729763188136,0.07137489,-0.10652969,-0.07883197
android.sensor.gyroscope,1538418761709,2087729783362200,0.009587673,-0.10652969,-0.088419646
android.sensor.gyroscope,1538418761729,2087729803083609,0.10013791,-0.23436533,-0.2056023
android.sensor.gyroscope,1538418761749,2087729823095382,0.031958908,-0.37178862,-0.37498453
android.sensor.gyroscope,1538418761769,2087729842831529,-0.24714889,-0.46766534,-0.4527512
android.sensor.gyroscope,1538418761788,2087729862806427,-0.4133352,-0.42824936,-0.47938362
android.sensor.gyroscope,1538418761808,2087729882584502,-0.49749365,-0.3057402,-0.49962425
android.sensor.gyroscope,1538418761829,2087729902703671,-0.57739097,-0.4825795,-0.54649734
android.sensor.gyroscope,1538418761849,2087729922441277,-0.74996907,-1.0823417,-0.62213343
android.sensor.gyroscope,1538418761871,2087729942475498,-0.9662243,-1.7257811,-0.77340555
android.sensor.gyroscope,1538418761888,2087729962057375,-1.3859513,-1.7822418,-0.9992485
android.sensor.gyroscope,1538418761908,2087729982238210,-1.8472248,-1.7023445,-1.0269462
android.sensor.gyroscope,1538418761930,2087730001983472,-2.2520378,-2.1902504,-0.9949873
android.sensor.gyroscope,1538418761948,2087730022061599,-2.4885337,-2.898673,-1.0652969
android.sensor.gyroscope,1538418761967,2087730041595924,-2.5908022,-3.283245,-1.1270841
android.sensor.gyroscope,1538418761987,2087730061655926,-2.597194,-3.0542064,-1.0706234
android.sensor.gyroscope,1538418762007,2087730081384834,-2.378808,-2.9860272,-0.88313115
android.sensor.gyroscope,1538418762027,2087730101477024,-1.980387,-3.1479526,-0.68924713
android.sensor.gyroscope,1538418762046,2087730121148328,-1.4839586,-3.257678,-0.5283873
android.sensor.gyroscope,1538418762066,2087730141213382,-0.9012412,-3.1831071,-0.33769912
android.sensor.gyroscope,1538418762086,2087730160927655,-0.3472868,-2.791078,-0.05113425
android.sensor.gyroscope,1538418762106,2087730181001459,0.40161693,-2.612108,0.26845482
android.sensor.gyroscope,1538418762126,2087730200700263,1.2922052,-2.522623,0.5145384
android.sensor.gyroscope,1538418762147,2087730220768807,2.0645454,-2.1476386,0.52519137
android.sensor.gyroscope,1538418762167,2087730240478756,2.9178483,-1.959081,0.32171968
android.sensor.gyroscope,1538418762187,2087730260582092,3.5367858,-1.32736,0.18216577
android.sensor.gyroscope,1538418762206,2087730280310271,3.9863412,-0.22797355,0.092680834
android.sensor.gyroscope,1538418762226,2087730300316002,5.029267,1.0983212,0.092680834
android.sensor.gyroscope,1538418762246,2087730320034598,6.8328147,1.7098016,0.07883197
android.sensor.gyroscope,1538418762266,2087730340095798,8.310381,2.350045,-0.2844343
android.sensor.gyroscope,1538418762285,2087730359822623,8.95169,3.7647593,-1.1430637
android.sensor.gyroscope,1538418762305,2087730379883302,9.670766,4.6116705,-1.8930327
android.sensor.gyroscope,1538418762325,2087730399585804,10.486783,5.071879,-2.560974
android.sensor.gyroscope,1538418762345,2087730419646274,11.3294325,5.676967,-3.0584674
android.sensor.gyroscope,1538418762365,2087730439372787,11.374175,6.062605,-3.5474389
android.sensor.gyroscope,1538418762385,2087730459421487,10.454824,5.7174487,-3.2917676
android.sensor.gyroscope,1538418762404,2087730479153155,8.076016,4.922737,-2.6238263
android.sensor.gyroscope,1538418762424,2087730499204772,5.30944,4.936586,-2.3404574
android.sensor.gyroscope,1538418762444,2087730518928524,3.738127,4.506206,-1.6757121
android.sensor.gyroscope,1538418762464,2087730538981026,4.049194,2.8177104,-0.71481425
android.sensor.gyroscope,1538418762484,2087730558703840,5.707861,1.2101773,-0.30893612
android.sensor.gyroscope,1538418762504,2087730578763842,6.9510627,0.4559471,-0.46127358
android.sensor.gyroscope,1538418762528,2087730598467959,6.7529173,0.7648832,-0.6072193
android.sensor.gyroscope,1538418762544,2087730618528794,5.640747,1.1079088,-0.60402334
android.sensor.gyroscope,1538418762563,2087730638244317,4.3538685,1.14839,-0.71055305
android.sensor.gyroscope,1538418762584,2087730658407600,3.3407712,1.4754362,-1.0322727
android.sensor.gyroscope,1538418762603,2087730678184425,2.959395,2.2989109,-0.9736814
android.sensor.gyroscope,1538418762623,2087730698080104,2.3308697,2.9892232,-0.8053645
android.sensor.gyroscope,1538418762643,2087730717796773,1.765197,3.1671278,-0.47725302
android.sensor.gyroscope,1538418762663,2087730737858233,1.4008654,2.7836208,-0.005326485
android.sensor.gyroscope,1538418762683,2087730757588860,1.3518618,2.4320729,0.380311
